WEBjve href,d4r55,RfnDt,RfnDt 2,eaLgGf src,rsqaWe,DU9Pgb,content,w8nwRe,Tap5If,Tap5If 2,dSlJg src,Hzvxle,pkWtMe,dSlJg src 2,znYl0
https://www.google.com/maps/contrib/109882500313884258169/reviews?hl=id,Novia Candra Dewi,Local Guide,· 149 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"Candi I I letaknya di pinggir kota jogja per atasan dengan klaten. Sangat midah dijangkau karena letaknya di jalan utama jogja.
Areanya sangat luas Dan bersih namun saat ini sedang ada pemugaran beberapa …",Lainnya,+,47,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,2,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/102128541801646322168/reviews?hl=id,Jekkie Hoke,Local Guide,· 151 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Situs sejarah dan tempat wisata yang sangat menarik.

Melihat budaya, seni dan arsitektur zaman purba yang sudah mampu menghasilkan …",Lainnya,+,12,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,2,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107493131365354423200/reviews?hl=id,Rutin Susanti,Local Guide,· 51 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"Bagus sekali. Cocok untuk wisata keluarga. Jalan² keliling candi, saran pakek sepatu lebih nyaman, karna tempatnya luas sekali. Tidak cocok untuk yang malas jalan. Bawa payung bagus juga karna disana panas sekali, jangan lupa bawa air …",Lainnya,+,22,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/110198311503948246125/reviews?hl=id,Rio Andrika,Local Guide,· 347 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"One of the biggest hindustan temple. Semoga bener nulisnya. Sekedar info, sampai hari ini ( 14 august 2022 ) masih belum bisa naik masuk kedalam badan candi. Alias kita cuma bisa lihat2 dan keliling di bawah saja. Tp itu cukup kok. Kita masih bisa menikmati ke indahannya",,+,17,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/114159320425793589113/reviews?hl=id,Ruziqna Ewik,Local Guide,· 5 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Candi yang megah. Saya datang di hari sabtu pagi, sekitar jam setengah 8 sudah sampai di kawasan candi. Saat itu sudah ramai pengunjung. Tapi belum penuh. Saya yakin jika datang lebih siang akan lebih ramai. Pengunjung datang dari luar …",Lainnya,+,4,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/112461389845833598240/reviews?hl=id,Utari Rachma Siwi,Local Guide,· 231 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Tempat wisata sejarah yang wajib dikunjungi di Yogyakarta-Solo. Fasilitas lengkap seperti parkir, toilet, tempat makan, tempat istirahat, museum, pasar oleh-oleh dan unit kesehatan. Pengunjung bisa memasuki kawasan Candi Prambanan, Candi …",Lainnya,+,13,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,6,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/103825236304591771091/reviews?hl=id,Welly Resa,Local Guide,· 8 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Recommended sekali untuk liburan keluarga,banyak disediakan tempat cuci tangan jadi ga perlu khawatir, jalan dari parkiran kendaraan lumayan bikin keringetan sih hehe, untuk pasar oleh2 harga disini relatif murah dan lengkap. …",Lainnya,+,7,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107906312431586518021/reviews?hl=id,Khoerul Ma'ruf,Local Guide,· 37 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Biaya masuk 50rb/dewasa, 25/anak. Ada tarif sendiri kalo mau mengunjungi tempat wisata lainnya disitu. Kalo mau pake guide juga bisa bayar jasanya.
Banyak spot foto menarik, yg berbayar juga ada, 20rb. Ada sewa sepeda juga untuk …",Lainnya,+,16,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,5,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/110769109018369311617/reviews?hl=id,WiFi,Local Guide,· 83 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"Uang tiket masuknya 50K per orang hanya ke prambanan aja kalo sekalian mau ke ratu boko jadi 85K per orang. Tempatnya bagus dan rindang / sejuk. Tapi sayang candinya lagi proses perbaikan, tapi masih banyak kok spot foto yang bagus, di …",Lainnya,+,7,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/105070095179259749767/reviews?hl=id,Gea Dwi Asmara,Local Guide,· 103 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,sebulan lalu,Baru,"Saya dan keluarga pergi ke candi prambanan hari kedua/ketiga lebaran idul fitri 2022, kebayang dong ramenya kaya gimana? saat itu seingat saya tiket masuknya 45ribu per orang. Sayangnya kami kesana pas siang-siang bolong, jadi panasnya …",Lainnya,+,5,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://www.google.com/maps/contrib/107590973107682720808/reviews?hl=id,Denzi Mhd,Local Guide,· 113 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Candi Hindu terbesar di Indonesia. Menurut legenda, candi ini berjumlah 1000 yang dibangun oleh Bandung Bondowoso atas permintaan Roro Jonggrang dalam satu malam dengan bantuan jin. Namun ternyata, jumlah candi yang tercatat secara resmi …",Lainnya,+,19,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/104885693091585455726/reviews?hl=id,Dhea Adzana Putri,Local Guide,· 135 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,7 bulan lalu,Baru,"Berkunjung hari Sabtu, 1 Ramadhan 1443 H. Sebelum masuk harus scan peduli lindungi. Harga tiket dewasa 50.000. Fasilitas lengkap mulai dari parkir, kamar mandi, mushola, tempat oleh-oleh. …",Lainnya,+,19,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,7,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107887437979663127445/reviews?hl=id,Dino Abdullah,Local Guide,· 421 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Tempat nyaman. Pelayanan ramah dan harga masih terjangkau untuk mahasiswa, harga tiket dewasa mancanegara 50rb untuk anak-anak usia 3-10 tahun 25rb. Dilarang bawa makanan disni untuk jaga kebersihan. Ada fasilitas mobil kecil untuk …",Lainnya,+,11,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107111997593260195153/reviews?hl=id,L. Hendralina,Local Guide,12 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Selalu menyenangkan berkunjung ke candi- candi di Jawa Tengah. Sangat terawat, bersih, dan nyaman. Terdapat cafe di dalam kompleksnya, jadi kalau capek tinggal melipir sejenak. Harga tiket masuk Juni 2022 adalah 50rb dewasa. Ada juga paket- …",Lainnya,+,3,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/105833879357943028567/reviews?hl=id,Ekka Keenan,Local Guide,· 159 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,sebulan lalu,Baru,"Area parkirnya luas :
Bis dan mobil terpisah ya
Untuk mobil lumayan ada pohon2nya dikit …",Lainnya,+,18,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/108308266347749556356/reviews?hl=id,Novi Nurlela,Local Guide,9 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,"Menyenangkan dan memberikan pengalaman baru. Cuaca panas tapi sekarang sudah banyak tanaman dan rumput di sekitar yg membuat suasana lenih sejuk. Tersedia juga beberapa tempat bermain disekitar yg menyewakan sepeda, otoped listrik dll. …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/114282451773468399072/reviews?hl=id,naufal faiz,Local Guide,· 145 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 bulan lalu,Baru,Ke Prambanan terakhir tahun 2016 balik lagi kesini setelah sekian lama (walaupun sering juga ke area prambanan untuk kegiatan kantor tapi ga pernah masuk). Anak saya yang kecil sangat amaze karena dia baru denger cerita roro jonggrang aja. …,Lainnya,+,7,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/100007266564825521884/reviews?hl=id,Mikazen,Local Guide,· 217 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Meski tidak bisa naik ke candi, tetapi mengunjungi Prambanan selalu menyenangkan. …",Lainnya,+,20,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/112814285324622287633/reviews?hl=id,MaMaSim Channel,Local Guide,· 180 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,8 bulan lalu,Baru,"Klo ke Jogjakarta sempetin yaa mampir ke salah satu situs peninggalan ini....
Selama pandemi covid, semua pengujung wajib scan peduli lindungi /vaksin, bagi yg tdk bisa vaksin krn alasan tertentu wajib menunjukan surat ket dokter . …",Lainnya,+,5,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,15,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/116990087195474865072/reviews?hl=id,Ferryanita F,Local Guide,· 321 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Candi Prambanan merupakan candi Hindu terbesar di Indonesia. Tiket masuk bisa dibeli langsung atau secara online melakui Tiket.com, traveloka atau travelink.
Harga Tiket Dewasa Rp 50.000,- …",Lainnya,+,24,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,2,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/100153479508998762019/reviews?hl=id,Khayatul Amri,Local Guide,· 105 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,sebulan lalu,Baru,"Berkunjung ke salah satu cagar budaya yang dekat dengan area yogyakarta.

Candi Prambanan selain situs sejarah, ini merupakan candi yang megah, juga …",Lainnya,+,10,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/102848871124625375800/reviews?hl=id,Cle's Production,Local Guide,· 38 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Terakhir sekitar 3 tahunan yang lalu kemari, harga tiket kalau gak salah inget sekitar 35k dewasa, kemarin dateng lagi mendekati liburan anak sekolah, harga tiket dewasa sudah 50k anak2 25k, kali ini kita keliling nya naik kereta, sewa kereta keliling ke beberapa candi 200k untuk 8 org, terjaga kebersihannya � …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,3,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/106135363814487014716/reviews?hl=id,Kartika Akbaria,Local Guide,· 45 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,"Kawasan candi prambanan memiliki 4 lokasi candi utama. Tapi memang jaraknya berjauhan, jika ditempuh dengan jalan kaki. Biasanya para turis hanya mengunjungi candi roro jongrangnya saja. …",Lainnya,,,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/104499096746430260812/reviews?hl=id,Roosy Ochy,Local Guide,· 88 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Mengunjungi wisata sejarah selalu menyenangkan..komplek candi2 yg indah, bersih dan nyaman..meski di bagian candi prambanan ada yg sedang dipugar.
Bagi yg ingin keliling tanpa jalan kaki, bs naik kendaraan khusus yg disediakan pengelola..� …",Lainnya,+,11,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/105406671764060877549/reviews?hl=id,Anisaa Ramadani,Local Guide,· 10 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,Setiap ke jogja pasti selalu mengunjungi Candi Prambanan. Bisa menggunakan trans jogja dengan harga Rp.3500 dengan kisaran waktu 1 jam. Untuk harga tiket dewasa Rp. 50.000 …,Lainnya,+,3,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,3,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/100912743911707438089/reviews?hl=id,deo adjuvante,Local Guide,· 47 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,10 bulan lalu,Baru,"Kompleks Candi Prambanan senantiasamenarik untuk dikunjungi.
Selalu terlihat megah dan indah.
Oleh karena kunjungan dilakukan pada hari senin, eksplorasi melalui pagar utama …",Lainnya,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,4,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/102501016021432002853/reviews?hl=id,Theodorus Tjatradiningrat,Local Guide,· 639 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,2 bulan lalu,Baru,"Terakhir ke sini tahun 1998 dan masih aja terkagum-kagum melihat candi ini. Maha karya di masa lalu yg menjadi saksi sejarah akan kejayaan kerajaan di masa itu. Istri dan anak² saya baru pertama kali ke sini, jadi mereka yg paling banyak …",Lainnya,+,7,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/112000404869823427470/reviews?hl=id,CHOCOLATOZ 24,Local Guide,· 73 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 hari lalu,,"Kunjungan wajib di salahsatu Landmark Di Yogyakarta.

Cuman disarankan kalo kesini di Pagi hari atau sore hari.. …",Lainnya,+,4,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/107731291905220919957/reviews?hl=id,ANDRIE MR,Local Guide,· 488 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,10 bulan lalu,Baru,"Sayang sekali tidak bisa masuk ke candi karena datang sudah jam 3 sore. Padahal kami sudah jauh-jauh dari Depok, Jawa Barat. Kecewa juga sih. Lain kali memang harus cari info dulu diinternet untuk mengetahui jadwal buka-tutup Candi …",Lainnya,+,13,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,4,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/102643161557461980531/reviews?hl=id,Davina Zahra Rinjani,Local Guide,· 27 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,4 bulan lalu,Baru,mampir kesini sebelum pulang ke Bekasi. tadinya mau kemaren dateng pas sore tapi ternyata tutupnya jam 5 jadinya gak jadii. eh tapi allhamdulillah jadi mampir dulu dari pagi sampe sini jam 8an. masih seger bgt belum terlalu rame. panasnya …,Lainnya,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,1,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/114087750292588326968/reviews?hl=id,MyName Lapel,Local Guide,· 24 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,3 minggu lalu,,"Aaaa, cantik banget candinya sumpah
Orang kita sebenernya bisa bikin mahakarya secantik ini.
Candi Prambanan sangat luas bahkan sering diadakan konser musik besar disini, …",Lainnya,+,2,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,,,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
https://www.google.com/maps/contrib/117473926328332395055/reviews?hl=id,M N,Local Guide,· 171 ulasan,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,5 bulan lalu,Baru,"Alhamdulillah setelah 2 tahun tertunda oleh pandemi akhirnya bisa kesini, bareng temen2 seperjuangan di madrasah kabupaten Lampung Selatan, untuk para wisatawan yang sudah usia lanjut, saya sarankan untuk mengambil jalan keluar di depan …",Lainnya,+,6,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,Suka,2,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Bagikan
